image,x,y,w,h,label,abs_pos
\content\images\308.png,14,664,29,693,𒁹,p_308_line_16_pos_1.png
\content\images\308.png,43,660,81,693,𒈬,p_308_line_16_pos_2.png
\content\images\308.png,87,662,133,692,𒀭,p_308_line_16_pos_3.png
\content\images\308.png,131,658,202,694,𒀫,p_308_line_16_pos_4.png
\content\images\309.png,13,49,49,74,𒁹,p_309_line_2_pos_1.png
\content\images\309.png,189,49,213,75,𒀀,p_309_line_2_pos_4.png
\content\images\309.png,37,77,76,102,𒌓,p_309_line_3_pos_2.png
\content\images\309.png,44,127,70,154,𒀀,p_309_line_5_pos_2.png
\content\images\309.png,160,254,179,281,𒁹,p_309_line_8_pos_5.png
\content\images\31.png,24,16,62,46,𒂊,p_31_line_1_pos_1.png
\content\images\31.png,74,15,128,49,𒄫,p_31_line_1_pos_2.png
\content\images\31.png,138,15,164,47,𒃻,p_31_line_1_pos_3.png
\content\images\31.png,236,16,261,48,𒃻,p_31_line_1_pos_5.png
\content\images\31.png,24,63,74,102,𒄀,p_31_line_2_pos_1.png
\content\images\31.png,88,61,122,96,𒉌,p_31_line_2_pos_2.png
\content\images\31.png,127,64,168,97,𒂊,p_31_line_2_pos_3.png
\content\images\31.png,184,65,224,94,𒀭,p_31_line_2_pos_4.png
\content\images\31.png,227,64,260,95,𒌓,p_31_line_2_pos_5.png
\content\images\31.png,271,66,297,97,𒃻,p_31_line_2_pos_6.png
\content\images\31.png,450,56,491,96,𒆠,p_31_line_2_pos_10.png
\content\images\31.png,22,165,59,197,𒇽,p_31_line_4_pos_1.png
\content\images\31.png,71,168,121,203,𒋃,p_31_line_4_pos_2.png
\content\images\31.png,133,167,179,198,𒈨𒌍,p_31_line_4_pos_3.png
\content\images\31.png,194,168,221,200,𒃻,p_31_line_4_pos_4.png
\content\images\31.png,237,167,279,200,𒂍,p_31_line_4_pos_5.png
\content\images\31.png,287,164,318,197,𒌓,p_31_line_4_pos_6.png
\content\images\31.png,337,164,387,202,𒊏,p_31_line_4_pos_7.png
\content\images\31.png,516,165,542,209,𒋙,p_31_line_4_pos_9.png
\content\images\31.png,22,210,51,252,𒐊,p_31_line_5_pos_1.png
\content\images\31.png,61,216,101,248,𒅆,p_31_line_5_pos_2.png
\content\images\31.png,113,216,149,255,𒑆,p_31_line_5_pos_3.png
\content\images\31.png,159,218,193,246,𒈨,p_31_line_5_pos_4.png
\content\images\31.png,200,218,231,248,𒌋𒌋,p_31_line_5_pos_5.png
\content\images\31.png,237,218,285,250,𒄥,p_31_line_5_pos_6.png
\content\images\31.png,460,215,531,248,𒅇,p_31_line_5_pos_11.png
\content\images\31.png,22,269,57,300,𒐈,p_31_line_6_pos_1.png
\content\images\31.png,65,270,99,299,𒈨,p_31_line_6_pos_2.png
\content\images\31.png,108,266,138,299,𒊺,p_31_line_6_pos_3.png
\content\images\31.png,138,266,165,297,𒁇,p_31_line_6_pos_4.png
\content\images\31.png,190,266,232,312,𒂗,p_31_line_6_pos_5.png
\content\images\31.png,252,267,306,304,𒄀,p_31_line_6_pos_6.png
\content\images\31.png,324,264,405,298,𒂇,p_31_line_6_pos_7.png
\content\images\31.png,440,265,466,296,𒀀,p_31_line_6_pos_8.png
\content\images\31.png,473,264,512,296,𒈾,p_31_line_6_pos_9.png
\content\images\31.png,19,319,58,352,𒐋,p_31_line_7_pos_1.png
\content\images\31.png,71,318,106,349,𒈨,p_31_line_7_pos_2.png
\content\images\31.png,119,318,149,351,𒊺,p_31_line_7_pos_3.png
\content\images\31.png,148,318,176,350,𒁇,p_31_line_7_pos_4.png
\content\images\31.png,196,311,257,350,𒆧,p_31_line_7_pos_5.png
\content\images\31.png,266,317,297,349,𒆳,p_31_line_7_pos_6.png
\content\images\31.png,326,317,370,351,𒄞,p_31_line_7_pos_7.png
\content\images\31.png,384,316,424,348,𒈨𒌍,p_31_line_7_pos_8.png
\content\images\31.png,461,317,509,350,𒇻,p_31_line_7_pos_9.png
\content\images\31.png,518,315,567,349,𒀴,p_31_line_7_pos_10.png
\content\images\31.png,23,373,56,398,𒌍,p_31_line_8_pos_1.png
\content\images\31.png,73,371,118,400,𒄥,p_31_line_8_pos_2.png
\content\images\31.png,130,370,157,401,𒊺,p_31_line_8_pos_3.png
\content\images\31.png,158,369,184,400,𒁇,p_31_line_8_pos_4.png
\content\images\31.png,208,370,244,402,𒉻,p_31_line_8_pos_5.png
\content\images\31.png,248,367,298,403,𒄭𒀀,p_31_line_8_pos_6.png
\content\images\31.png,343,367,382,400,𒇽,p_31_line_8_pos_7.png
\content\images\31.png,127,421,155,454,𒊺,p_31_line_9_pos_2.png
\content\images\31.png,155,421,184,450,𒁇,p_31_line_9_pos_3.png
\content\images\31.png,214,422,241,453,𒀀,p_31_line_9_pos_4.png
\content\images\31.png,248,420,288,453,𒈾,p_31_line_9_pos_5.png
\content\images\31.png,322,411,366,455,𒆠,p_31_line_9_pos_6.png
\content\images\31.png,376,419,411,448,𒈨,p_31_line_9_pos_7.png
\content\images\31.png,436,418,462,451,𒃻,p_31_line_9_pos_8.png
\content\images\31.png,22,517,58,553,𒐏,p_31_line_11_pos_1.png
\content\images\31.png,71,522,118,551,𒄥,p_31_line_11_pos_2.png
\content\images\31.png,132,522,161,553,𒊺,p_31_line_11_pos_3.png
\content\images\31.png,160,522,191,552,𒁇,p_31_line_11_pos_4.png
\content\images\31.png,227,522,254,555,𒀀,p_31_line_11_pos_5.png
\content\images\31.png,258,520,297,552,𒈾,p_31_line_11_pos_6.png
\content\images\31.png,21,570,54,604,𒐊,p_31_line_12_pos_1.png
\content\images\31.png,65,571,97,601,𒈨,p_31_line_12_pos_2.png
\content\images\31.png,112,570,148,604,𒐏,p_31_line_12_pos_3.png
\content\images\31.png,159,570,206,601,𒄥,p_31_line_12_pos_4.png
\content\images\31.png,398,865,451,897,𒈨𒌍,p_31_line_18_pos_9.png
\content\images\31.png,78,921,124,950,𒄥,p_31_line_19_pos_2.png
\content\images\31.png,163,921,188,951,𒀀,p_31_line_19_pos_3.png
\content\images\31.png,196,921,236,950,𒈾,p_31_line_19_pos_4.png
\content\images\31.png,257,913,302,955,𒆠,p_31_line_19_pos_5.png
\content\images\31.png,433,919,460,953,𒃻,p_31_line_19_pos_8.png
\content\images\31.png,165,970,194,1000,𒀀,p_31_line_20_pos_2.png
\content\images\31.png,200,968,246,1000,𒈾,p_31_line_20_pos_3.png
\content\images\31.png,272,967,314,1002,𒁉,p_31_line_20_pos_4.png
\content\images\31.png,330,967,389,1003,𒊕,p_31_line_20_pos_5.png
\content\images\31.png,409,969,435,1002,𒃻,p_31_line_20_pos_6.png
\content\images\31.png,172,1018,199,1049,𒀀,p_31_line_21_pos_2.png
\content\images\31.png,208,1016,253,1048,𒈾,p_31_line_21_pos_3.png
\content\images\31.png,279,1016,320,1048,𒈠,p_31_line_21_pos_4.png
\content\images\31.png,340,1009,390,1055,𒄴,p_31_line_21_pos_5.png
\content\images\31.png,402,1015,446,1047,𒄷,p_31_line_21_pos_6.png
\content\images\31.png,452,1015,495,1050,𒊒,p_31_line_21_pos_7.png
\content\images\31.png,22,1068,51,1099,𒈫,p_31_line_22_pos_1.png
\content\images\31.png,55,1069,87,1100,𒈨,p_31_line_22_pos_2.png
\content\images\31.png,20,1120,46,1150,𒈫,p_31_line_23_pos_1.png
\content\images\31.png,54,1120,90,1150,𒈨,p_31_line_23_pos_2.png
\content\images\31.png,109,1120,136,1151,𒀀,p_31_line_23_pos_3.png
\content\images\31.png,146,1118,188,1148,𒈾,p_31_line_23_pos_4.png
\content\images\31.png,207,1118,236,1149,𒊺,p_31_line_23_pos_5.png
\content\images\31.png,301,1113,338,1150,𒉌,p_31_line_23_pos_7.png
\content\images\31.png,22,1168,54,1198,𒉽,p_31_line_24_pos_1.png
\content\images\31.png,67,1171,101,1210,𒐌,p_31_line_24_pos_2.png
\content\images\31.png,111,1169,149,1201,𒅆,p_31_line_24_pos_3.png
\content\images\31.png,158,1170,184,1200,𒈫,p_31_line_24_pos_4.png
\content\images\31.png,189,1170,225,1200,𒈨,p_31_line_24_pos_5.png
\content\images\31.png,23,1220,55,1245,𒉽,p_31_line_25_pos_1.png
\content\images\31.png,61,1218,100,1249,𒈠,p_31_line_25_pos_2.png
\content\images\31.png,171,1220,215,1250,𒅆,p_31_line_25_pos_4.png
\content\images\31.png,228,1220,245,1249,𒁹,p_31_line_25_pos_5.png
\content\images\31.png,250,1218,287,1247,𒈨,p_31_line_25_pos_6.png
\content\images\31.png,56,1328,81,1357,𒀀,p_31_line_26_pos_2.png
\content\images\31.png,85,1326,130,1354,𒈾,p_31_line_26_pos_3.png
\content\images\31.png,144,1327,173,1357,𒆳,p_31_line_26_pos_4.png
\content\images\31.png,238,1325,269,1352,𒉽,p_31_line_26_pos_6.png
\content\images\31.png,282,1325,315,1352,𒉺,p_31_line_26_pos_7.png
\content\images\31.png,326,1325,374,1356,𒋢,p_31_line_26_pos_8.png
\content\images\31.png,377,1327,398,1353,𒌋,p_31_line_26_pos_9.png
\content\images\31.png,23,1376,55,1403,𒐈,p_31_line_27_pos_1.png
\content\images\31.png,59,1375,96,1408,𒅆,p_31_line_27_pos_2.png
\content\images\31.png,103,1376,134,1406,𒐊,p_31_line_27_pos_3.png
\content\images\31.png,143,1376,172,1405,𒈨,p_31_line_27_pos_4.png
\content\images\31.png,434,1576,465,1606,𒆳,p_31_line_31_pos_9.png
\content\images\310.png,15,16,65,53,1en,p_310_line_1_pos_1.png
\content\images\310.png,184,18,224,42,𒌍,p_310_line_1_pos_4.png
\content\images\310.png,227,16,251,52,𒋙,p_310_line_1_pos_5.png
\content\images\310.png,265,16,290,48,𒃻,p_310_line_1_pos_6.png
\content\images\310.png,307,14,352,45,𒐋,p_310_line_1_pos_7.png
\content\images\310.png,16,63,40,94,𒃻,p_310_line_2_pos_1.png
\content\images\310.png,50,62,98,95,𒁓,p_310_line_2_pos_2.png
\content\images\310.png,106,64,149,98,𒊒,p_310_line_2_pos_3.png
\content\images\310.png,239,65,264,101,𒋙,p_310_line_2_pos_5.png
\content\images\310.png,283,62,303,93,𒁹,p_310_line_2_pos_6.png
\content\images\310.png,317,62,401,92,𒀭+𒈾,p_310_line_2_pos_7.png
\content\images\310.png,425,60,477,92,𒈗,p_310_line_2_pos_8.png
\content\images\310.png,16,111,41,142,𒀀,p_310_line_3_pos_1.png
\content\images\310.png,44,112,69,152,𒋙,p_310_line_3_pos_2.png
\content\images\310.png,70,112,94,145,𒃻,p_310_line_3_pos_3.png
\content\images\310.png,104,112,122,142,𒁹,p_310_line_3_pos_4.png
\content\images\310.png,132,111,162,146,𒋻,p_310_line_3_pos_5.png
\content\images\310.png,179,113,218,147,𒁉,p_310_line_3_pos_6.png
\content\images\310.png,229,114,296,146,𒅀,p_310_line_3_pos_7.png
\content\images\310.png,332,120,356,136,𒀸,p_310_line_3_pos_8.png
\content\images\310.png,446,106,488,144,𒊮,p_310_line_3_pos_11.png
\content\images\310.png,13,163,40,194,𒀀,p_310_line_4_pos_1.png
\content\images\310.png,47,162,90,193,𒈾,p_310_line_4_pos_2.png
\content\images\310.png,101,162,131,192,𒈫,p_310_line_4_pos_3.png
\content\images\310.png,142,162,183,196,𒈠,p_310_line_4_pos_4.png
\content\images\310.png,192,160,235,192,𒈾,p_310_line_4_pos_5.png
\content\images\310.png,257,164,291,198,𒐊,p_310_line_4_pos_6.png
\content\images\310.png,300,162,356,195,𒂆,p_310_line_4_pos_7.png
\content\images\310.png,370,162,428,201,𒆬,p_310_line_4_pos_8.png
\content\images\310.png,13,210,100,246,𒉚,p_310_line_5_pos_1.png
\content\images\310.png,121,212,162,245,𒄩,p_310_line_5_pos_2.png
\content\images\310.png,176,213,228,247,𒊑,p_310_line_5_pos_3.png
\content\images\310.png,241,213,283,244,𒄑,p_310_line_5_pos_4.png
\content\images\310.png,309,213,340,244,𒀀,p_310_line_5_pos_5.png
\content\images\310.png,349,212,390,243,𒈾,p_310_line_5_pos_6.png
\content\images\310.png,13,259,75,292,𒀉,p_310_line_6_pos_1.png
\content\images\310.png,83,260,115,294,𒁷,p_310_line_6_pos_2.png
\content\images\310.png,139,261,185,294,𒁍,p_310_line_6_pos_3.png
\content\images\310.png,191,259,228,293,𒌓,p_310_line_6_pos_4.png
\content\images\310.png,249,262,285,293,𒇽,p_310_line_6_pos_5.png
\content\images\310.png,307,261,356,293,𒋛,p_310_line_6_pos_6.png
\content\images\310.png,363,260,394,292,𒄭,p_310_line_6_pos_7.png
\content\images\310.png,13,312,38,344,𒃻,p_310_line_7_pos_1.png
\content\images\310.png,15,360,32,390,𒁹,p_310_line_8_pos_1.png
\content\images\310.png,43,360,132,394,𒀭+𒈾,p_310_line_8_pos_2.png
\content\images\310.png,161,360,213,394,𒈗,p_310_line_8_pos_3.png
\content\images\310.png,326,356,372,388,𒈾,p_310_line_8_pos_5.png
\content\images\310.png,38,420,65,438,𒀸,p_310_line_9_pos_1.png
\content\images\310.png,77,410,124,446,𒁺,p_310_line_9_pos_2.png
\content\images\310.png,136,411,191,445,𒍪,p_310_line_9_pos_3.png
\content\images\310.png,205,411,231,446,𒃻,p_310_line_9_pos_4.png
\content\images\310.png,241,411,262,442,𒁹,p_310_line_9_pos_5.png
\content\images\310.png,283,408,335,442,𒈗,p_310_line_9_pos_6.png
\content\images\310.png,350,410,396,444,𒇻,p_310_line_9_pos_7.png
\content\images\310.png,19,460,56,494,𒇽,p_310_line_10_pos_1.png
\content\images\310.png,132,461,179,495,𒁍,p_310_line_10_pos_3.png
\content\images\310.png,185,460,239,493,𒁕,p_310_line_10_pos_4.png
\content\images\310.png,263,461,308,495,𒂍,p_310_line_10_pos_5.png
\content\images\310.png,319,459,354,489,𒌓,p_310_line_10_pos_6.png
\content\images\310.png,366,457,418,493,𒊏,p_310_line_10_pos_7.png
\content\images\310.png,427,458,447,491,𒁹,p_310_line_10_pos_8.png
\content\images\310.png,18,510,51,544,𒇽,p_310_line_11_pos_1.png
\content\images\310.png,72,511,126,548,𒋃,p_310_line_11_pos_2.png
\content\images\310.png,140,512,174,542,𒈨,p_310_line_11_pos_3.png
\content\images\310.png,181,509,213,541,𒌓,p_310_line_11_pos_4.png
\content\images\310.png,225,504,269,543,𒆠,p_310_line_11_pos_5.png
\content\images\310.png,315,508,354,542,𒇽,p_310_line_11_pos_6.png
\content\images\310.png,28,608,43,639,𒁹,p_310_line_12_pos_1.png
\content\images\310.png,21,656,36,688,𒁹,p_310_line_13_pos_1.png
\content\images\310.png,47,656,84,685,𒀭,p_310_line_13_pos_2.png
\content\images\310.png,89,656,120,687,𒌓,p_310_line_13_pos_3.png
\content\images\310.png,131,658,182,689,𒋢,p_310_line_13_pos_4.png
\content\images\310.png,196,656,221,688,𒀀,p_310_line_13_pos_5.png
\content\images\310.png,226,656,249,697,𒋙,p_310_line_13_pos_6.png
\content\images\310.png,247,657,273,687,𒃻,p_310_line_13_pos_7.png
\content\images\310.png,285,656,302,687,𒁹,p_310_line_13_pos_8.png
\content\images\310.png,316,654,354,686,𒀭,p_310_line_13_pos_9.png
\content\images\310.png,372,653,415,684,𒆜,p_310_line_13_pos_10.png
\content\images\310.png,419,652,448,683,𒆳,p_310_line_13_pos_11.png
\content\images\310.png,455,653,506,685,𒌑,p_310_line_13_pos_12.png
\content\images\310.png,20,705,45,738,𒀀,p_310_line_14_pos_1.png
\content\images\310.png,60,704,100,737,𒇽,p_310_line_14_pos_2.png
\content\images\310.png,117,707,168,744,𒋃,p_310_line_14_pos_3.png
\content\images\310.png,186,707,220,737,𒈨,p_310_line_14_pos_4.png
\content\images\310.png,228,705,262,735,𒌓,p_310_line_14_pos_5.png
\content\images\310.png,272,697,315,740,𒆠,p_310_line_14_pos_6.png
\content\images\310.png,357,705,395,737,𒇽,p_310_line_14_pos_7.png
\content\images\310.png,422,706,474,743,𒋃,p_310_line_14_pos_8.png
\content\images\310.png,21,757,38,788,𒁹,p_310_line_15_pos_1.png
\content\images\310.png,20,806,53,836,𒈨,p_310_line_16_pos_1.png
\content\images\310.png,61,805,94,837,𒌓,p_310_line_16_pos_2.png
\content\images\310.png,101,800,144,841,𒆠,p_310_line_16_pos_3.png
\content\images\310.png,172,805,224,840,𒌗,p_310_line_16_pos_4.png
\content\images\310.png,247,806,327,839,𒉈,p_310_line_16_pos_5.png
\content\images\310.png,348,805,381,837,𒌓,p_310_line_16_pos_6.png
\content\images\310.png,394,807,435,837,𒐈,p_310_line_16_pos_7.png
\content\images\310.png,445,806,493,840,𒄰,p_310_line_16_pos_8.png
\content\images\310.png,21,855,58,887,𒈬,p_310_line_17_pos_1.png
\content\images\310.png,70,856,109,896,𒐍,p_310_line_17_pos_2.png
\content\images\310.png,122,854,165,890,𒄰,p_310_line_17_pos_3.png
\content\images\310.png,182,855,202,888,𒁹,p_310_line_17_pos_4.png
\content\images\310.png,284,853,341,891,𒊏,p_310_line_17_pos_6.png
\content\images\310.png,353,856,395,889,𒀾,p_310_line_17_pos_7.png
\content\images\310.png,424,852,479,888,𒈗,p_310_line_17_pos_8.png
\content\images\310.png,495,855,539,891,𒂊,p_310_line_17_pos_9.png
\content\images\310.png,545,847,592,891,𒆠,p_310_line_17_pos_10.png
\content\images\310.png,214,906,245,937,𒆳,p_310_line_18_pos_2.png
\content\images\310.png,266,906,296,939,𒆳,p_310_line_18_pos_3.png
\content\images\312.png,19,14,32,42,𒁹,p_312_line_1_pos_1.png
\content\images\312.png,38,8,91,54,𒈜,p_312_line_1_pos_2.png
\content\images\312.png,104,11,158,47,𒄀,p_312_line_1_pos_3.png
\content\images\312.png,167,11,221,45,𒅀,p_312_line_1_pos_4.png
\content\images\312.png,234,11,267,43,𒇽,p_312_line_1_pos_5.png
\content\images\312.png,270,10,327,44,𒊕,p_312_line_1_pos_6.png
\content\images\312.png,330,10,372,41,𒈗,p_312_line_1_pos_7.png
\content\images\312.png,385,13,435,45,𒌉,p_312_line_1_pos_8.png
\content\images\312.png,455,10,480,43,𒃻,p_312_line_1_pos_10.png
\content\images\312.png,492,11,507,40,𒁹,p_312_line_1_pos_11.png
\content\images\312.png,512,11,547,45,𒄩,p_312_line_1_pos_12.png
\content\images\312.png,554,9,587,40,𒉡,p_312_line_1_pos_13.png
\content\images\312.png,595,3,632,38,𒉡,p_312_line_1_pos_14.png
\content\images\312.png,17,62,61,92,𒁹,p_312_line_2_pos_1.png
\content\images\312.png,18,112,40,145,𒀀,p_312_line_3_pos_1.png
\content\images\312.png,43,109,82,140,𒈾,p_312_line_3_pos_2.png
\content\images\312.png,375,106,407,141,𒇽,p_312_line_3_pos_10.png
\content\images\312.png,14,160,39,194,𒃻,p_312_line_4_pos_1.png
\content\images\312.png,44,162,62,190,𒁹,p_312_line_4_pos_2.png
\content\images\312.png,70,161,113,196,𒆪,p_312_line_4_pos_3.png
\content\images\312.png,122,161,176,196,𒊏,p_312_line_4_pos_4.png
\content\images\312.png,177,162,211,194,𒀾,p_312_line_4_pos_5.png
\content\images\312.png,230,160,277,195,𒈗,p_312_line_4_pos_6.png
\content\images\312.png,289,160,323,195,𒁷,p_312_line_4_pos_7.png
\content\images\312.png,327,158,391,194,𒌁,p_312_line_4_pos_8.png
\content\images\312.png,396,151,440,194,𒆠,p_312_line_4_pos_9.png
\content\images\312.png,473,156,525,194,𒈗,p_312_line_4_pos_10.png
\content\images\312.png,546,160,576,195,𒆳,p_312_line_4_pos_11.png
\content\images\312.png,587,160,618,194,𒆳,p_312_line_4_pos_12.png
\content\images\312.png,16,212,62,243,𒌑,p_312_line_5_pos_1.png
\content\images\312.png,78,212,150,246,𒉈,p_312_line_5_pos_2.png
\content\images\312.png,159,211,218,242,𒇴,p_312_line_5_pos_3.png
\content\images\312.png,226,212,265,243,𒈠,p_312_line_5_pos_4.png
\content\images\312.png,273,211,325,242,𒅅,p_312_line_5_pos_5.png
\content\images\312.png,327,209,359,243,𒁉,p_312_line_5_pos_6.png
\content\images\312.png,365,209,416,243,𒌝,p_312_line_5_pos_7.png
\content\images\312.png,416,210,457,240,𒈠,p_312_line_5_pos_8.png
\content\images\312.png,480,210,498,241,𒁹,p_312_line_5_pos_9.png
\content\images\312.png,17,260,49,292,𒇽,p_312_line_6_pos_1.png
\content\images\312.png,53,261,78,296,𒃻,p_312_line_6_pos_2.png
\content\images\312.png,81,259,157,293,𒌋𒅗,p_312_line_6_pos_3.png
\content\images\312.png,161,259,202,292,𒂍,p_312_line_6_pos_4.png
\content\images\312.png,206,262,233,292,𒀀,p_312_line_6_pos_5.png
\content\images\312.png,237,257,271,294,𒉌,p_312_line_6_pos_6.png
\content\images\312.png,298,262,315,291,𒁹,p_312_line_6_pos_8.png
\content\images\312.png,316,260,469,293,𒀭+𒈾,p_312_line_6_pos_9.png
\content\images\312.png,666,260,688,292,𒃻,p_312_line_6_pos_14.png
\content\images\312.png,16,312,34,345,𒃻,p_312_line_7_pos_1.png
\content\images\312.png,38,312,75,343,𒂍,p_312_line_7_pos_2.png
\content\images\312.png,78,309,109,342,𒇽,p_312_line_7_pos_3.png
\content\images\312.png,16,364,37,395,𒃻,p_312_line_8_pos_1.png
\content\images\312.png,42,354,78,400,𒊩,p_312_line_8_pos_2.png
\content\images\312.png,83,365,116,394,𒋰,p_312_line_8_pos_3.png
\content\images\312.png,121,362,165,396,𒇻,p_312_line_8_pos_4.png
\content\images\312.png,316,363,338,397,𒃻,p_312_line_8_pos_7.png
\content\images\312.png,341,363,357,396,𒁹,p_312_line_8_pos_8.png
\content\images\312.png,367,361,448,393,𒀭+𒈾,p_312_line_8_pos_9.png
\content\images\312.png,447,361,478,395,𒁷,p_312_line_8_pos_10.png
